thread: 7| Time: 0.0749778
thread: 2| Time: 0.0895565
thread: 0| Time: 0.0951081
thread: 5| Time: 0.0986045
thread: 6| Time: 0.0985813
thread: 3| Time: 0.0986734
thread: 1| Time: 0.0990459
thread: 4| Time: 0.0995492
